id,make,model,year,mileage,listing_price,url
1014,Ferrari,812 Superfast Base,2018,3608,385000,https://www.cars.com/vehicledetail/424f3f74-2ecd-4a63-96e3-e208bb081c3d/
1015,Rolls-Royce,Phantom Phantom,2020,10945,385000,https://www.cars.com/vehicledetail/59f33dd4-13ea-4987-8aa7-7ea128057ac7/
1016,Rolls-Royce,Cullinan,2021,1513,384995,https://www.cars.com/vehicledetail/bbcaf62f-796a-4442-950e-d42b3902eb3f/
1017,Ferrari,812 Superfast Base,2019,4905,384991,https://www.cars.com/vehicledetail/ac21a31f-1478-4976-9b05-12b20b713bd4/
1018,Ferrari,F430 Scuderia,2009,3603,384900,https://www.cars.com/vehicledetail/1cdb3c64-1425-44df-be53-4ec110a01559/
1019,Ferrari,812 Superfast Base,2018,8291,384812,https://www.cars.com/vehicledetail/cc25e973-06d9-447d-b570-792d817e8f4d/
1020,Rolls-Royce,Phantom Phantom,2020,14126,384488,https://www.cars.com/vehicledetail/000e70c1-f435-4b85-88d6-3f267ba1ad6f/
1021,Rolls-Royce,Dawn Dawn,2021,12328,382900,https://www.cars.com/vehicledetail/145a63c0-3dbf-4fe2-9418-63aba72ebd36/
1022,Rolls-Royce,Cullinan,2022,3771,382554,https://www.cars.com/vehicledetail/90ca3fc5-4e0d-41d7-8873-2bd877251d93/
1023,Ferrari,812 Superfast Base,2019,8417,381969,https://www.cars.com/vehicledetail/ee6faf24-fd98-45c6-b32b-3979809d3d1b/
1024,Ferrari,F8 Tributo Base,2021,1100,380999,https://www.cars.com/vehicledetail/288f144d-66de-481f-9106-4af4de6f76c0/
1025,Ferrari,812 Superfast Base,2019,6293,380000,https://www.cars.com/vehicledetail/3d57dc60-ad10-4041-9e1b-17ea04804e70/
1026,Ferrari,F8 Tributo Base,2021,2031,380000,https://www.cars.com/vehicledetail/bcf9e9a1-b458-4b56-8b89-4a67f8bf61d2/
1027,Bentley,Continental GT W12,2023,686,380000,https://www.cars.com/vehicledetail/d602ad50-63c6-4efc-833f-c898599c5692/
1028,Ferrari,F8 Tributo,2021,3685,379999,https://www.cars.com/vehicledetail/a6112aae-7e82-401b-b605-7adb2b477eee/
1029,Ferrari,F8 Tributo Base,2021,886,379999,https://www.cars.com/vehicledetail/0eeb6fc8-a690-4bac-8a36-24f4391ef2fe/
1030,Lamborghini,Huracan EVO Base,2023,2193,379999,https://www.cars.com/vehicledetail/57a2b355-ec67-43f8-8fe6-2a04ced6e157/
1031,Rolls-Royce,Ghost,2022,6541,379996,https://www.cars.com/vehicledetail/bede215c-ae4d-4f34-9a6a-4df5ab0ef502/
1032,Rolls-Royce,Ghost,2022,3796,379996,https://www.cars.com/vehicledetail/3615ec4e-97f6-4795-bf6c-c8983cadfaf7/
1033,Rolls-Royce,Ghost,2023,4347,379996,https://www.cars.com/vehicledetail/16fc68fc-ccf9-4171-a0fb-dae05e628e3e/
1034,Rolls-Royce,Ghost,2022,6625,379996,https://www.cars.com/vehicledetail/1936893d-0e27-400d-9136-a48bb2f0ab32/
1035,Rolls-Royce,Cullinan,2021,11601,379996,https://www.cars.com/vehicledetail/afb70fa9-95b8-4f48-934f-f0a52669f88b/
1036,Lamborghini,Aventador LP740-4S,2017,10816,379995,https://www.cars.com/vehicledetail/4839d39d-d2ca-4486-a81e-f0d2a1668f52/
1037,Rolls-Royce,Cullinan,2021,14515,379995,https://www.cars.com/vehicledetail/6ced72a8-7c8d-42b6-a705-d1a526a3c166/
1038,Porsche,911 Speedster,2019,2998,379995,https://www.cars.com/vehicledetail/5f556988-a7a1-4f0f-8c17-408344e0fdd9/
1039,Lamborghini,Huracan EVO Base,2023,204,379995,https://www.cars.com/vehicledetail/0fb608f4-4dc2-436e-991b-ded9f0c45d3e/
1040,Lamborghini,Urus Performante,2023,39,379995,https://www.cars.com/vehicledetail/c7d11d62-50a1-4a03-8a14-fc950d7abef9/
1041,Rolls-Royce,Ghost,2022,12000,379995,https://www.cars.com/vehicledetail/ca05ecf2-afba-42af-8532-edc378e1c687/
1042,Ferrari,F8 Tributo Base,2021,6264,379992,https://www.cars.com/vehicledetail/00bb3ddb-6342-4b61-9516-2f795759e84f/
1043,Lamborghini,Huracan EVO Coupe,2022,2900,379990,https://www.cars.com/vehicledetail/326f6011-ee38-42e1-a5b4-c664b3105c39/
1044,Ferrari,812 Superfast Base,2019,9700,379990,https://www.cars.com/vehicledetail/2f908816-6be7-4279-867f-0fed8e42580e/
1045,Mercedes-Benz,SLR McLaren Base,2006,3968,379950,https://www.cars.com/vehicledetail/e742e525-c00a-493d-b7e2-bde02059f381/
1046,Lamborghini,Urus,2022,1486,379950,https://www.cars.com/vehicledetail/8d30d437-6a0e-498a-8fa5-4069b4258eb8/
1047,Bentley,Continental GT Speed,2022,2046,379950,https://www.cars.com/vehicledetail/8b51d166-c695-4497-91cc-0e6d1bde387f/
1048,Ferrari,F8 Tributo Base,2020,761,379950,https://www.cars.com/vehicledetail/2dadafab-9029-4077-b96d-d998f9176482/
1049,Ferrari,458 Italia Base,2012,14968,379950,https://www.cars.com/vehicledetail/360c04b2-8e5e-46e7-a0f3-df9e5040f658/
1050,Aston Martin,DBS V12 Coupe,2023,913,379950,https://www.cars.com/vehicledetail/cc437dee-fc45-49d2-8c0d-81d82b194549/
1051,Lamborghini,Urus Performante,2023,23,379950,https://www.cars.com/vehicledetail/d293c1b8-d8c9-45fc-804e-2db76923f37e/
1052,Rolls-Royce,Cullinan,2021,2031,379950,https://www.cars.com/vehicledetail/b85006f7-365f-4ba9-aa2f-121130ea098e/
1053,Ferrari,488 Spider Base,2018,3668,379900,https://www.cars.com/vehicledetail/032dab0e-9f6a-4af6-aa51-0aa67b98e388/
1054,Mercedes-Benz,AMG G 63 4MATIC,2023,2200,379900,https://www.cars.com/vehicledetail/1a98324b-aa61-46f3-9557-c15756eeec53/
1055,Porsche,911 Speedster,2019,1643,379900,https://www.cars.com/vehicledetail/e4407078-6e1b-4325-86b4-fd06c77ab38d/
1056,Porsche,911 GT3 RS,2010,6186,379900,https://www.cars.com/vehicledetail/8742651a-9cc9-4339-ba66-fbcbaa9717be/
1058,Ferrari,F8 Tributo Base,2021,4259,379900,https://www.cars.com/vehicledetail/e7a2610e-1ceb-44f3-a37e-081c48d2a329/
1059,Ferrari,F8 Tributo Base,2021,6950,379900,https://www.cars.com/vehicledetail/dc461dff-97af-4d62-89a2-04590f399a76/
1060,Lamborghini,Aventador LP700-4,2014,8270,379888,https://www.cars.com/vehicledetail/e8190f27-8292-4963-9964-c4be4b78a645/
1061,Lamborghini,Urus PERFORMANTE-CARBON FIBER INTERIOR-DELIVERY MILES-3,2023,149,379888,https://www.cars.com/vehicledetail/cdf7de6b-b1a2-45e0-b853-51eda6772a95/
1062,Ford,GT Base,2005,15663,379888,https://www.cars.com/vehicledetail/cbf728be-4f90-4124-9fb0-af8a64ff4f36/
1063,Ford,GT Base,2006,19510,379722,https://www.cars.com/vehicledetail/e9bedf36-7206-429f-9528-56ecf1b8fe4b/
1064,Porsche,911 GT2 RS,2019,25999,379526,https://www.cars.com/vehicledetail/80fd36b8-54a1-4fd0-aa13-415ad09d99de/
1065,Rolls-Royce,Ghost,2022,5928,379255,https://www.cars.com/vehicledetail/8683b6b0-ec21-46a9-8ca4-23afedd44e85/
1066,Lamborghini,Huracan EVO Base,2022,930,379000,https://www.cars.com/vehicledetail/ea30e48c-6e0c-4874-bb38-80a0ba8f68fd/
1067,Ferrari,F8 Tributo Base,2020,5803,379000,https://www.cars.com/vehicledetail/dc9331d7-553e-4687-b6e8-2a9bdbf82c45/
1068,Mercedes-Benz,AMG G 63 4MATIC,2022,4395,379000,https://www.cars.com/vehicledetail/f8fa5ca7-4fcb-4fda-9714-91ace5006f5f/
1069,Ferrari,F8 Tributo Base,2020,1745,378900,https://www.cars.com/vehicledetail/e0da1806-80b0-4b28-94bc-4c645f13c485/
1070,Rolls-Royce,Ghost,2022,8150,378900,https://www.cars.com/vehicledetail/e37be243-b482-43e4-9681-3d63fb8973f3/
1071,Ferrari,Superamerica F1A,2005,3569,378900,https://www.cars.com/vehicledetail/965939fb-16b6-4c59-9482-bee18788a4c7/
1072,Lamborghini,Urus PERFORMANTE-CARBON FIBER EXTERIOR-DELIVERY MILES-C,2023,88,378888,https://www.cars.com/vehicledetail/b5caa393-a3ab-43f6-851c-97338d01c6d2/
1073,Bentley,Continental GT Speed,2023,27,378880,https://www.cars.com/vehicledetail/eff7d63c-24ec-4a68-8ffc-35a21e7d0910/
1074,Lamborghini,Huracan Tecnica Base,2023,982,378000,https://www.cars.com/vehicledetail/e53dd4f1-7f01-4128-8c64-d34835a98eaa/
1075,Rolls-Royce,Cullinan Base,2022,296,377968,https://www.cars.com/vehicledetail/02ce0a7d-79b8-41d1-b98d-600ab36e4fce/
1076,Rolls-Royce,Phantom,2020,14072,377675,https://www.cars.com/vehicledetail/caf56964-a44d-4c77-8760-d0fdfbfcd7e7/
1077,Rolls-Royce,Dawn Dawn,2021,9066,377020,https://www.cars.com/vehicledetail/32451d10-4933-4201-a581-0f3633ee635b/
1078,Porsche,911 GT2 RS,2018,5453,376990,https://www.cars.com/vehicledetail/b17c8f9c-a38e-4634-a1e8-33dcb840d41c/
1079,Lamborghini,Huracan STO Base,2022,952,375999,https://www.cars.com/vehicledetail/2c0ca30f-0857-4ea5-a139-0a88a10c3e8d/
1080,Ferrari,F355 Serie Fiorano,1999,11064,375995,https://www.cars.com/vehicledetail/cce14377-090a-4712-b38d-10fa30aedc80/
1081,Rolls-Royce,Cullinan Cullinan,2022,11993,375990,https://www.cars.com/vehicledetail/c9b8b12b-b896-49ca-9c6c-b57fff641481/
1082,Porsche,911 Speedster,2019,795,375900,https://www.cars.com/vehicledetail/4cef1056-fc3d-4cac-8e9f-5fcd931f79fb/
1083,Lamborghini,Huracan Performante,2018,1411,375000,https://www.cars.com/vehicledetail/6a8ea696-8ae2-4c36-9a32-4ed9c44392f6/
1084,Ferrari,F8 Tributo Base,2020,1953,375000,https://www.cars.com/vehicledetail/4acbf645-8f19-44b4-83bc-2b99a377f9e9/
1085,Rolls-Royce,Ghost,2023,4431,374996,https://www.cars.com/vehicledetail/2820833c-bbaf-4fb9-9c97-fe84cbd9a6bb/
1086,Rolls-Royce,Phantom Base,2019,18155,374996,https://www.cars.com/vehicledetail/89830715-6234-45df-94c0-7ffd8db64964/
1087,Ferrari,F8 Tributo Base,2021,6566,374990,https://www.cars.com/vehicledetail/5f058b8c-9859-42c9-9d39-4febf31099d5/
1088,Lamborghini,Huracan Performante,2019,5015,374989,https://www.cars.com/vehicledetail/d5485c3b-fb4f-41d8-bb07-3041c23708af/
1089,Mercedes-Benz,SL-Class Black Series,2009,12121,374950,https://www.cars.com/vehicledetail/632321d9-8f59-4da4-a914-e43d9910b1ee/
1090,Alfa,Romeo 8c Competizione,2008,1220,374900,https://www.cars.com/vehicledetail/2c41a863-204d-45ed-b536-1264c99c3c65/
1091,Ferrari,F8 Tributo Base,2022,2600,374900,https://www.cars.com/vehicledetail/11dce41f-341a-46ab-8145-ecf3542de058/
1092,Ferrari,F8 Tributo Base,2021,7702,374900,https://www.cars.com/vehicledetail/5a17e87c-bc2e-464a-b2e7-f339ef454231/
1093,Ferrari,812 Superfast Base,2019,5085,374900,https://www.cars.com/vehicledetail/e267280a-c226-4a22-a784-096e5fa9b444/
1094,Jaguar,XKE,1964,248,374900,https://www.cars.com/vehicledetail/2e8d6e72-84fe-4f4a-9799-831292576413/
1095,Lamborghini,Huracan STO Base,2022,373,374727,https://www.cars.com/vehicledetail/dbdcde1f-5df1-4a24-a9c8-a7f233fd3f97/
1096,Rolls-Royce,Ghost,2021,4964,374500,https://www.cars.com/vehicledetail/60e8db8a-34e0-485e-a995-594891334a31/
1097,Rolls-Royce,Ghost,2022,5235,374007,https://www.cars.com/vehicledetail/696b58bc-b82b-4086-ad92-d7fbb703ec1b/
1098,Ferrari,F430 Scuderia,2008,5871,374000,https://www.cars.com/vehicledetail/55bb6844-68b8-4d87-92a7-fb1124f310e4/
